Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9
Chickenpox,fatigue,itching,skin rash,headache,body ache,,,,
Chickenpox,headache,itching,fever,mild fever,loss of appetite,body ache,,,
Chickenpox,body ache,fever,loss of appetite,skin rash,headache,itching,fatigue,,
Chickenpox,headache,mild fever,fatigue,itching,,,,,
Chickenpox,fever,fatigue,loss of appetite,itching,headache,,,,
Chickenpox,loss of appetite,headache,skin rash,fatigue,fever,,,,
Chickenpox,loss of appetite,fatigue,body ache,fever,itching,mild fever,skin rash,headache,
Chickenpox,itching,fever,headache,fatigue,,,,,
Chickenpox,itching,mild fever,body ache,headache,,,,,
Chickenpox,fatigue,mild fever,skin rash,itching,loss of appetite,,,,
Chickenpox,fever,body ache,loss of appetite,itching,mild fever,,,,
Chickenpox,fatigue,loss of appetite,mild fever,skin rash,fever,body ache,headache,itching,
Chickenpox,body ache,skin rash,headache,loss of appetite,mild fever,itching,fever,fatigue,
Chickenpox,skin rash,fever,fatigue,itching,,,,,
Chickenpox,fever,mild fever,fatigue,skin rash,,,,,
Chickenpox,headache,mild fever,fever,itching,skin rash,loss of appetite,,,
Chickenpox,fever,itching,body ache,skin rash,,,,,
Chickenpox,fever,loss of appetite,fatigue,headache,mild fever,,,,
Chickenpox,fever,loss of appetite,skin rash,mild fever,fatigue,body ache,itching,,
Chickenpox,loss of appetite,fatigue,skin rash,itching,body ache,headache,mild fever,,
Chickenpox,skin rash,headache,itching,loss of appetite,mild fever,fever,,,
Chickenpox,headache,body ache,skin rash,mild fever,loss of appetite,fatigue,fever,,
Chickenpox,mild fever,itching,fever,loss of appetite,skin rash,fatigue,body ache,,
Chickenpox,fatigue,itching,mild fever,fever,body ache,,,,
Chickenpox,loss of appetite,mild fever,fever,fatigue,,,,,
Chickenpox,itching,mild fever,headache,body ache,skin rash,loss of appetite,fatigue,,
Chickenpox,itching,headache,mild fever,body ache,fever,skin rash,,,
Chickenpox,loss of appetite,fatigue,fever,mild fever,itching,,,,
Chickenpox,body ache,skin rash,itching,mild fever,headache,,,,
Chickenpox,mild fever,skin rash,body ache,fever,loss of appetite,fatigue,itching,,
Chickenpox,fatigue,body ache,headache,loss of appetite,skin rash,,,,
Chickenpox,fatigue,headache,body ache,skin rash,mild fever,,,,
Chickenpox,skin rash,fever,mild fever,fatigue,loss of appetite,body ache,itching,headache,
Chickenpox,fever,mild fever,body ache,itching,,,,,
Chickenpox,headache,body ache,fever,fatigue,loss of appetite,mild fever,skin rash,itching,
Chickenpox,itching,loss of appetite,body ache,headache,,,,,
Chickenpox,mild fever,itching,fatigue,skin rash,body ache,headache,loss of appetite,,
Chickenpox,loss of appetite,skin rash,mild fever,itching,body ache,,,,
Chickenpox,headache,fatigue,skin rash,body ache,fever,,,,
Chickenpox,mild fever,body ache,headache,fatigue,loss of appetite,itching,fever,skin rash,
Chickenpox,fatigue,loss of appetite,skin rash,mild fever,itching,body ache,,,
Chickenpox,mild fever,headache,fatigue,loss of appetite,skin rash,fever,body ache,itching,
Chickenpox,fever,body ache,skin rash,mild fever,fatigue,headache,loss of appetite,itching,
Chickenpox,body ache,fatigue,fever,loss of appetite,itching,mild fever,,,
Chickenpox,fever,mild fever,skin rash,headache,loss of appetite,itching,fatigue,,
Chickenpox,fever,itching,loss of appetite,headache,skin rash,fatigue,body ache,,
Chickenpox,fatigue,skin rash,fever,headache,itching,,,,
Chickenpox,fatigue,itching,mild fever,fever,headache,loss of appetite,skin rash,body ache,
Chickenpox,fatigue,mild fever,skin rash,loss of appetite,,,,,
Chickenpox,fever,body ache,mild fever,loss of appetite,,,,,
Chickenpox,skin rash,headache,itching,body ache,fatigue,fever,loss of appetite,mild fever,
Chickenpox,skin rash,fatigue,headache,body ache,loss of appetite,fever,,,
Chickenpox,mild fever,body ache,loss of appetite,headache,itching,fever,fatigue,skin rash,
Chickenpox,body ache,fever,skin rash,headache,fatigue,loss of appetite,mild fever,,
Chickenpox,skin rash,loss of appetite,headache,mild fever,body ache,fatigue,,,
Chickenpox,loss of appetite,fever,body ache,itching,mild fever,headache,fatigue,,
Chickenpox,fever,skin rash,fatigue,mild fever,,,,,
Chickenpox,loss of appetite,fatigue,mild fever,itching,fever,headache,body ache,,
Chickenpox,mild fever,fever,body ache,skin rash,itching,headache,,,
Chickenpox,fever,body ache,itching,mild fever,headache,,,,
Chickenpox,itching,skin rash,headache,mild fever,loss of appetite,fatigue,fever,body ache,
Chickenpox,mild fever,loss of appetite,fever,headache,fatigue,body ache,itching,skin rash,
Chickenpox,fatigue,fever,mild fever,itching,body ache,skin rash,headache,,
Chickenpox,skin rash,fatigue,headache,body ache,,,,,
Chickenpox,itching,mild fever,fever,fatigue,body ache,headache,,,
Chickenpox,fever,itching,loss of appetite,fatigue,headache,mild fever,skin rash,,
Chickenpox,fever,loss of appetite,itching,fatigue,body ache,headache,mild fever,skin rash,
Chickenpox,body ache,itching,mild fever,skin rash,fatigue,loss of appetite,,,
Chickenpox,fatigue,body ache,fever,skin rash,itching,mild fever,loss of appetite,,
Chickenpox,body ache,loss of appetite,skin rash,mild fever,fatigue,,,,
Chickenpox,skin rash,itching,headache,mild fever,,,,,
Chickenpox,itching,headache,mild fever,skin rash,fever,loss of appetite,body ache,fatigue,
Chickenpox,fatigue,skin rash,mild fever,headache,,,,,
Chickenpox,itching,fever,fatigue,skin rash,body ache,,,,
Chickenpox,fever,body ache,itching,skin rash,headache,fatigue,mild fever,loss of appetite,
Chickenpox,loss of appetite,itching,fatigue,body ache,headache,skin rash,mild fever,fever,
Chickenpox,itching,body ache,fever,headache,skin rash,mild fever,loss of appetite,fatigue,
Chickenpox,loss of appetite,body ache,fatigue,fever,skin rash,,,,
Chickenpox,mild fever,headache,itching,loss of appetite,,,,,
Chickenpox,skin rash,fever,loss of appetite,headache,itching,,,,
Chickenpox,fatigue,fever,body ache,mild fever,headache,skin rash,,,
Chickenpox,fever,mild fever,skin rash,body ache,headache,,,,
Chickenpox,fatigue,itching,body ache,loss of appetite,fever,,,,
Chickenpox,body ache,loss of appetite,fatigue,fever,mild fever,itching,skin rash,headache,
Chickenpox,mild fever,itching,skin rash,fever,body ache,fatigue,headache,loss of appetite,
Chickenpox,skin rash,itching,fever,headache,mild fever,fatigue,loss of appetite,,
Chickenpox,skin rash,itching,mild fever,body ache,,,,,
Chickenpox,loss of appetite,mild fever,skin rash,itching,,,,,
Chickenpox,headache,loss of appetite,body ache,mild fever,itching,,,,
Chickenpox,mild fever,headache,fatigue,fever,body ache,skin rash,,,
Chickenpox,mild fever,fever,skin rash,fatigue,body ache,loss of appetite,,,
Chickenpox,skin rash,fever,loss of appetite,mild fever,,,,,
Chickenpox,skin rash,body ache,itching,headache,,,,,
Chickenpox,body ache,fever,loss of appetite,itching,mild fever,skin rash,fatigue,,
Chickenpox,loss of appetite,skin rash,headache,mild fever,itching,body ache,fever,,
Chickenpox,itching,headache,skin rash,body ache,,,,,
Chickenpox,itching,headache,fatigue,body ache,skin rash,,,,
Chickenpox,fever,fatigue,headache,loss of appetite,body ache,itching,mild fever,,
Chickenpox,headache,fever,fatigue,itching,loss of appetite,mild fever,,,
Chickenpox,loss of appetite,mild fever,body ache,fever,,,,,
Chickenpox,fever,body ache,loss of appetite,fatigue,skin rash,headache,,,
Chickenpox,body ache,fatigue,mild fever,loss of appetite,,,,,
Chickenpox,fever,body ache,fatigue,loss of appetite,headache,mild fever,itching,skin rash,
Chickenpox,fatigue,itching,loss of appetite,fever,,,,,
Chickenpox,body ache,skin rash,fever,itching,mild fever,loss of appetite,fatigue,headache,
Chickenpox,headache,loss of appetite,fever,skin rash,mild fever,fatigue,itching,,
Chickenpox,fatigue,skin rash,loss of appetite,fever,mild fever,itching,headache,body ache,
Chickenpox,fatigue,body ache,headache,fever,skin rash,loss of appetite,mild fever,,
Chickenpox,headache,itching,loss of appetite,fever,mild fever,fatigue,,,
Chickenpox,fatigue,mild fever,headache,loss of appetite,,,,,
Chickenpox,body ache,fatigue,skin rash,loss of appetite,headache,,,,
Chickenpox,itching,skin rash,fever,body ache,,,,,
Chickenpox,headache,fever,body ache,mild fever,loss of appetite,itching,,,
Chickenpox,itching,body ache,fever,loss of appetite,skin rash,headache,mild fever,fatigue,
Chickenpox,headache,skin rash,body ache,mild fever,itching,loss of appetite,fever,fatigue,
Chickenpox,itching,mild fever,body ache,headache,loss of appetite,,,,
Chickenpox,fatigue,loss of appetite,itching,mild fever,fever,skin rash,,,
Chickenpox,fever,skin rash,itching,loss of appetite,mild fever,headache,body ache,,
Chickenpox,skin rash,loss of appetite,fatigue,body ache,mild fever,fever,itching,headache,
Chickenpox,itching,headache,skin rash,mild fever,body ache,fever,loss of appetite,,
Chickenpox,headache,skin rash,fever,mild fever,,,,,
Chickenpox,fatigue,headache,body ache,fever,,,,,
Chickenpox,loss of appetite,mild fever,itching,fever,body ache,fatigue,skin rash,,
Chickenpox,skin rash,headache,mild fever,fever,loss of appetite,fatigue,,,
Chickenpox,fever,itching,loss of appetite,body ache,fatigue,headache,,,
Chickenpox,fatigue,fever,loss of appetite,skin rash,body ache,,,,
Chickenpox,skin rash,loss of appetite,fatigue,body ache,mild fever,fever,headache,,
Chickenpox,fatigue,body ache,headache,itching,skin rash,loss of appetite,mild fever,fever,
Chickenpox,loss of appetite,body ache,mild fever,fever,skin rash,fatigue,headache,itching,
Chickenpox,fever,headache,fatigue,body ache,loss of appetite,itching,skin rash,mild fever,
Chickenpox,itching,headache,mild fever,fever,loss of appetite,skin rash,fatigue,body ache,
Chickenpox,fatigue,body ache,itching,headache,loss of appetite,fever,mild fever,,
Chickenpox,body ache,headache,skin rash,fever,loss of appetite,,,,
Chickenpox,mild fever,headache,loss of appetite,skin rash,fatigue,fever,itching,body ache,
Chickenpox,fatigue,mild fever,itching,skin rash,headache,fever,,,
Chickenpox,headache,skin rash,itching,body ache,fatigue,,,,
Chickenpox,skin rash,body ache,fever,headache,loss of appetite,mild fever,,,
Chickenpox,skin rash,body ache,itching,fatigue,loss of appetite,headache,fever,mild fever,
Chickenpox,fever,fatigue,loss of appetite,body ache,mild fever,headache,skin rash,itching,
Chickenpox,skin rash,mild fever,loss of appetite,body ache,fever,fatigue,,,
Chickenpox,fever,skin rash,mild fever,itching,headache,loss of appetite,body ache,fatigue,
Chickenpox,mild fever,body ache,fatigue,loss of appetite,skin rash,headache,itching,,
Chickenpox,skin rash,body ache,fever,headache,,,,,
Chickenpox,loss of appetite,headache,mild fever,fever,body ache,,,,
Chickenpox,body ache,skin rash,loss of appetite,headache,fatigue,fever,,,
Chickenpox,fever,mild fever,body ache,loss of appetite,,,,,
Chickenpox,loss of appetite,itching,fatigue,body ache,,,,,
Chickenpox,mild fever,skin rash,headache,itching,fever,fatigue,body ache,loss of appetite,
Chickenpox,loss of appetite,skin rash,mild fever,fever,headache,body ache,,,
Chickenpox,loss of appetite,skin rash,headache,body ache,fever,,,,
Chickenpox,fever,fatigue,loss of appetite,skin rash,headache,body ache,mild fever,,
Chickenpox,fatigue,fever,headache,itching,loss of appetite,,,,
Chickenpox,body ache,fever,skin rash,itching,headache,loss of appetite,mild fever,fatigue,
Chickenpox,headache,loss of appetite,body ache,itching,fatigue,,,,
Chickenpox,mild fever,headache,fever,body ache,fatigue,skin rash,itching,,
Chickenpox,loss of appetite,fatigue,body ache,itching,headache,,,,
Chickenpox,fever,loss of appetite,mild fever,skin rash,itching,body ache,headache,fatigue,
Chickenpox,body ache,skin rash,loss of appetite,fatigue,headache,mild fever,fever,itching,
Chickenpox,itching,fatigue,body ache,skin rash,fever,,,,
Chickenpox,skin rash,loss of appetite,mild fever,body ache,headache,itching,fatigue,fever,
Chickenpox,headache,skin rash,mild fever,fatigue,body ache,loss of appetite,fever,itching,
Chickenpox,loss of appetite,headache,body ache,itching,skin rash,fatigue,,,
Chickenpox,fever,skin rash,mild fever,itching,body ache,,,,
Chickenpox,body ache,mild fever,loss of appetite,fatigue,skin rash,fever,itching,headache,
Chickenpox,skin rash,body ache,loss of appetite,fever,,,,,
Chickenpox,loss of appetite,mild fever,fatigue,itching,headache,,,,
Chickenpox,body ache,fatigue,headache,mild fever,skin rash,,,,
Chickenpox,fatigue,fever,headache,itching,,,,,
Chickenpox,fever,headache,fatigue,loss of appetite,mild fever,skin rash,body ache,,
Chickenpox,mild fever,fever,body ache,fatigue,loss of appetite,skin rash,headache,itching,
Chickenpox,body ache,fever,headache,mild fever,,,,,
Chickenpox,body ache,skin rash,loss of appetite,headache,fever,mild fever,itching,,
Chickenpox,loss of appetite,itching,body ache,mild fever,headache,skin rash,,,
Chickenpox,fatigue,body ache,headache,loss of appetite,,,,,
Chickenpox,fever,body ache,mild fever,loss of appetite,skin rash,,,,
Chickenpox,mild fever,headache,body ache,fever,skin rash,,,,
Chickenpox,fever,body ache,mild fever,fatigue,,,,,
Chickenpox,skin rash,loss of appetite,mild fever,headache,itching,fatigue,body ache,,
Chickenpox,mild fever,fever,headache,itching,,,,,
Chickenpox,body ache,fatigue,fever,mild fever,skin rash,itching,headache,loss of appetite,
Chickenpox,loss of appetite,fever,body ache,itching,skin rash,mild fever,,,
Chickenpox,headache,itching,body ache,mild fever,fatigue,skin rash,loss of appetite,fever,
Chickenpox,headache,loss of appetite,fever,mild fever,skin rash,fatigue,body ache,itching,
Chickenpox,skin rash,loss of appetite,mild fever,itching,headache,fever,fatigue,,
Chickenpox,fatigue,body ache,headache,skin rash,,,,,
Chickenpox,fever,skin rash,mild fever,fatigue,loss of appetite,headache,,,
Chickenpox,body ache,headache,fever,fatigue,mild fever,itching,loss of appetite,,
Chickenpox,body ache,skin rash,headache,itching,,,,,
Chickenpox,loss of appetite,skin rash,fatigue,itching,,,,,
Chickenpox,mild fever,body ache,loss of appetite,headache,skin rash,,,,
Chickenpox,body ache,loss of appetite,skin rash,itching,fever,fatigue,headache,,
Chickenpox,headache,mild fever,itching,skin rash,fever,body ache,fatigue,,
Chickenpox,fever,itching,mild fever,fatigue,headache,body ache,loss of appetite,,
Chickenpox,mild fever,body ache,headache,fatigue,skin rash,fever,loss of appetite,itching,
Chickenpox,mild fever,headache,loss of appetite,fatigue,,,,,
Chickenpox,body ache,itching,loss of appetite,fatigue,headache,,,,
Chickenpox,fatigue,fever,headache,loss of appetite,mild fever,itching,,,
Chickenpox,itching,headache,loss of appetite,fatigue,mild fever,fever,,,
Chickenpox,body ache,fatigue,skin rash,fever,mild fever,,,,
Chickenpox,itching,loss of appetite,fatigue,fever,mild fever,body ache,headache,,
Chickenpox,mild fever,headache,skin rash,loss of appetite,,,,,
Chickenpox,mild fever,headache,skin rash,loss of appetite,,,,,
Chickenpox,skin rash,fatigue,headache,mild fever,fever,body ache,itching,loss of appetite,
Chickenpox,loss of appetite,mild fever,headache,fatigue,itching,,,,
Chickenpox,fever,headache,skin rash,loss of appetite,body ache,itching,mild fever,,
Chickenpox,fatigue,loss of appetite,body ache,skin rash,,,,,
Chickenpox,itching,skin rash,headache,mild fever,loss of appetite,fever,,,
Chickenpox,loss of appetite,skin rash,body ache,mild fever,,,,,
Chickenpox,itching,fever,skin rash,mild fever,fatigue,headache,loss of appetite,,
Chickenpox,fever,body ache,loss of appetite,mild fever,,,,,
Chickenpox,headache,body ache,mild fever,skin rash,,,,,
Chickenpox,headache,body ache,skin rash,fever,,,,,
Chickenpox,itching,headache,body ache,skin rash,fever,loss of appetite,mild fever,fatigue,
Chickenpox,headache,loss of appetite,itching,body ache,,,,,
Chickenpox,fatigue,loss of appetite,itching,fever,mild fever,body ache,headache,skin rash,
Chickenpox,headache,fatigue,itching,body ache,fever,,,,
Chickenpox,skin rash,mild fever,body ache,fever,headache,loss of appetite,fatigue,itching,
Chickenpox,itching,headache,fever,mild fever,skin rash,fatigue,,,
Chickenpox,fever,body ache,headache,mild fever,fatigue,itching,,,
Chickenpox,fever,mild fever,skin rash,body ache,,,,,
Chickenpox,loss of appetite,mild fever,itching,fatigue,headache,body ache,fever,,
Chickenpox,mild fever,skin rash,itching,body ache,headache,,,,
Chickenpox,body ache,loss of appetite,mild fever,itching,headache,fatigue,fever,skin rash,
Chickenpox,fever,loss of appetite,body ache,headache,fatigue,skin rash,mild fever,itching,
Chickenpox,fatigue,loss of appetite,skin rash,fever,itching,headache,body ache,mild fever,
Chickenpox,body ache,loss of appetite,fever,mild fever,,,,,
Chickenpox,itching,loss of appetite,fatigue,body ache,mild fever,fever,skin rash,,
Chickenpox,skin rash,loss of appetite,fatigue,body ache,headache,,,,
Chickenpox,itching,loss of appetite,fatigue,body ache,fever,headache,skin rash,,
Chickenpox,body ache,itching,mild fever,fatigue,skin rash,loss of appetite,,,
